Activity Master: Activity Master Number,Zone,Activity Code,Activity Name,Activity Name (Arabic),Status,Minimum Share Capital,License Type,License Type (Arabic),Is Not Allowed for Coworking(ESR),RAKEZ HSE Risk Classification,Compliance Risk Rating,Is Special,Activity Price,Activity Group,Activity Group (Arabic),Segment Name English,Segment Name Arabic,Description,Description (Arabic),Qualification Requirement,Documents Required
AM-04367,Freezone,742205,Industrial Installations Inspection Engineering Consultancy,هندسة الكشف على الإنشاءات والتجهيزات الصناعية,Active,,Services,خدمية,-,Low,,Standard,,"Consultancy -D- management, information and marketing",الاستشارات - الادارة والمعلومات,,,"Includes firms engaged in the technical inspection to disclose effects in different installations, including all kinds of buildings, the civil constructions of the infrastructure such as bridges, roads, tunnels, dams, railways, industrial facilities and equipment such as power plants, water desalination and sewage plants, petrochemical laboratories, defects in the engines of ships, aircrafts and locomotives, it also involves the nondestructive technical inspection, the analysis of the result and preparation of studies and reports that show the status of cases and treatment programs.","يشمل المنشات التي تعمل في مجال الكشف الفني الهندسي عن عيوب المنشات بكافة أنواعها(الابنية بمختلف أنواعها وإستخداماتها وإرتفاعاتها,والإنشاءات المدنية للبنية التحتية كالجسور والطرق والأنفاق والسدود والسكك الحديدية والانشاءات الصناعية وتجهيزاتها ومعداتها مثل محطات الطاقة وتحلية المياه والصرف الصحي ومعامل البتروكيماويات وتمديداتها)،وكذلك عن عيوب محركات السفن والطائرات والقطارات،ويشمل ذلك عمليات الفحص والإختبار غير التدميري للكشف الفني الهندسي وتحليل النتائج وأعداد الدراسات والتقارير التي تبين وضع الحالات وبرامج علاجها .",Certified_Academic_Degree,
AM-02652,Non-Freezone,100515031,Industrial Kitchen Equipment Trading,تجارة معدات المطاعم والمطابخ المركزية,Inactive,,Commercial,تجارية,-,,,Standard,,Professional 2,مهنيــــــــــة 2,,,,,,
AM-07421,Non-Freezone,4390009,Industrial Ovens and Chimneys Installations,تركيب المداخن والافران الصناعية,Active,,Professional,مهنيــــــــــة,-,Low,,Standard,,household electrical appliances repairing,إصلاح الأجهزة الكهربائية المنزلية,household electrical appliances repairing,إصلاح الأجهزة الكهربائية المنزلية,,,,
AM-01219,Non-Freezone,4390009,Industrial Ovens and Chimneys Installations,تركيب المداخن والافران الصناعية,Inactive,,Professional,مهنية,-,Low,,Standard,,Professional 2,مهنيــــــــــة 2,,,,,,
AM-04875,Freezone,515905,Industrial Plant Equipment & Spare Parts Trading,تجارة معدات ومكائن تجهيز المصانع وقطع غيارها,Active,,Commercial,تجارية,-,Low,,Standard,,Mechanical & engineering equipment trading,تجارة المعدات الميكانيكية والهندسية,,,"Includes reselling equipment and machinery installed in industrial plants (except activities mentioned in this class). It's applied to all kinds of industries including oil refineries, petrochemicals, food and plastic industries.",هي إعادة بيع المعدات والمكائن التي تجهز بها المصانع (فيما عدا الأنشطة التي ذكرت في هذا الفصل) ويشمل ذلك جمع أنواع معدات الإنتاج الصناعي بما في ذلك مصافي النفط وصناعة البتروكيماويات والصناعات الغذائية وصناعة المنتجات البلاستيكية وغيرها.,,
AM-02592,Non-Freezone,100515005,Industrial Plant Equipment Parts Trading,تجارة معدات ومكائن تجهيز المصانع وقطع غيارها,Inactive,,Commercial,تجارية,-,,,Standard,,Commercial 4,تجاريــــــــة 4,,,,,,
AM-07005,Non-Freezone,1030004,Industrial Potatoes Peeling,التقشير الصناعي للبطاطس,Active,"150,000",Industrial,صنــــــــاعيـــة,-,Low,,Standard,,Food Industry,صناعة المنتجات الغذائية,Food Industry,صناعة المنتجات الغذائية,,,,"RAK Municipality- Public Health Department, ENVIRONMENT_PROTECTION_&_DEVELOPMENT_AUTHORITY, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-08223,Non-Freezone,7110925,Industrial Production Engineering Consultancy,استشارات هندسة الأنتاج الصناعي,Active,,Professional,مهنيــــــــــة,-,Low,,Standard,,Factories and workshop equipment,معدات المصانع و الورش,Factories and workshop equipment,معدات المصانع و الورش,,,Certified_Academic_Degree,
AM-04521,Non-Freezone,7110925,Industrial Production Engineering Consultancy,استشارات هندسة الأنتاج الصناعي,Inactive,,Professional,مهنية,-,Low,,Standard,,Professional 2,مهنيــــــــــة 2,,,,,,
AM-04369,Freezone,742123,Industrial Production Engineering Consultancy,إستشارات هندسة الانتاج الصناعي,Active,,Services,خدمية,-,Low,,Standard,,Other engineering services,خدمات هندسية اخرى,,,"Includes providing services and consultancies to various technical and technological specialties of industrial engineering with regard to machinery and equipment utilization and maintenance, factory planning, commodity design studies and the execution of the related researches, drawings, designs and in addition to preparation and execution of maps and the consultancies related to plants operation and production planning.",يشمل تقديم الخدمات والاستشارات في مجال الهندسة الصناعية وفروعها في الجوانب الفنية والتقنية المختلفة والمتعلقة باستخدام الآلات والأجهزة وصيانتها وتخطيط المصنع، كما يشمل دراسة تصميم السلعة وتنفيذ الدراسات والرسومات والنماذج والتصاميم المتعلقة بها وإعداد خرائط انتاجها، بالاضافة إلى غير ذلك من الاستشارات المتعلقة بتشغيل المصانع وتخطيط الإنتاج.,Certified_Academic_Degree,
AM-04471,Non-Freezone,7110303,Industrial Products and Machines Manufacturing Consultancy,أستشارات هندسية فى صناعة الالات والمنتجات الصناعية,Inactive,,Professional,مهنية,-,Low,,Standard,,Professional 2,مهنيــــــــــة 2,,,,,,
AM-08170,Non-Freezone,7110303,Industrial Products and Machines Manufacturing Consultancy,أستشارات هندسية فى صناعة الالات والمنتجات الصناعية,Active,,Professional,مهنيــــــــــة,-,Low,,Standard,,Consulting - Engineering and Architecture,الإستشارات - الهندسة والعمارة,Consulting - Engineering and Architecture,الإستشارات - الهندسة والعمارة,,,Certified_Academic_Degree,
AM-08220,Non-Freezone,7110921,Industrial Projects Management,استشارات ادارة المشاريع الصناعية,Active,,Professional,مهنيــــــــــة,-,Low,,Standard,,Consultation and project management,الإستشارت و إدارة المشاريع,Consultation and project management,الإستشارت و إدارة المشاريع,,,,
AM-04495,Non-Freezone,7110921,Industrial Projects Management,استشارات ادارة المشاريع الصناعية,Inactive,,Professional,مهنية,-,Low,,Standard,,Professional 2,مهنيــــــــــة 2,,,,,,
AM-07673,Non-Freezone,2819207,Industrial Refrigerating or Freezing Equipment Manufacturing,صناعة معدات التبريد أو التجميد الصناعية,Active,"150,000",Industrial,صنــــــــاعيـــة,-,Low,,Standard,,Equipment and Machinery industry,صناعة الآلات والأجهزة,Equipment and Machinery industry,صناعة الآلات والأجهزة,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-08317,Non-Freezone,8522001,Industrial Secondary Education,التعليم الثانوي الصناعي,Active,,Professional,مهنيــــــــــة,-,High,,Standard,,Education services,خدمات التعليم,Education services,خدمات التعليم,,,Certified_Academic_Degree,Ministry of Education
AM-03838,Non-Freezone,8522001,Industrial Secondary Education,التعليم الثانوي الصناعي,Inactive,,Professional,مهنية,-,High,,Standard,,Professional 1,مهنيــــــــــة 1,,,,,,Ministry of Education
AM-04370,Freezone,242404,Industrial Solvents Manufacturing,صناعة المنظفات الصناعية,Active,"150,000",Industrial,صناعية,-,High,,Standard,,Manufacturing of chemicals,صناعة الكيماويات,,,"Includes manufacturing chemical products for cleaning machines, instruments and equipment, including air conditioners, boilers, lifts, motor vehicles engines and other machines and instruments.",يشمل صناعة المواد الكيماوية المستخدمة لتنظيف المكائن والآلات والمعدات كأجهزة التكييف والغلايات والمصاعد ومحركات السيارات والآليات وغيرها من الآلات والمكائن.,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-03220,Non-Freezone,100242404,Industrial Solvents Manufacturing,صناعة المنظفات الصناعية,Inactive,,Industrial,صناعية,-,High,,Standard,,Industrial 2,صناعيـــــــة 2,,,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-02523,Non-Freezone,100514904,Industrial Solvents Trading,تجارة المنظفات الصناعية,Inactive,,Commercial,تجارية,-,High,,Standard,,Commercial 4,تجاريــــــــة 4,,,,,,
